path,class,owner,purpose,active_indexed,action,status,notes
".agents/skills/supabase-postgres-best-practices/SKILL.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".agents/skills/supabase-postgres-best-practices/references/_contributing.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".agents/skills/supabase-postgres-best-practices/references/_sections.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".agents/skills/supabase-postgres-best-practices/references/_template.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".agents/skills/supabase-postgres-best-practices/references/advanced-full-text-search.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".agents/skills/supabase-postgres-best-practices/references/advanced-jsonb-indexing.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".agents/skills/supabase-postgres-best-practices/references/conn-idle-timeout.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".agents/skills/supabase-postgres-best-practices/references/conn-limits.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".agents/skills/supabase-postgres-best-practices/references/conn-pooling.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".agents/skills/supabase-postgres-best-practices/references/conn-prepared-statements.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".agents/skills/supabase-postgres-best-practices/references/data-batch-inserts.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".agents/skills/supabase-postgres-best-practices/references/data-n-plus-one.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".agents/skills/supabase-postgres-best-practices/references/data-pagination.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".agents/skills/supabase-postgres-best-practices/references/data-upsert.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".agents/skills/supabase-postgres-best-practices/references/lock-advisory.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".agents/skills/supabase-postgres-best-practices/references/lock-deadlock-prevention.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".agents/skills/supabase-postgres-best-practices/references/lock-short-transactions.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".agents/skills/supabase-postgres-best-practices/references/lock-skip-locked.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".agents/skills/supabase-postgres-best-practices/references/monitor-explain-analyze.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".agents/skills/supabase-postgres-best-practices/references/monitor-pg-stat-statements.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".agents/skills/supabase-postgres-best-practices/references/monitor-vacuum-analyze.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".agents/skills/supabase-postgres-best-practices/references/query-composite-indexes.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".agents/skills/supabase-postgres-best-practices/references/query-covering-indexes.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".agents/skills/supabase-postgres-best-practices/references/query-index-types.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".agents/skills/supabase-postgres-best-practices/references/query-missing-indexes.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".agents/skills/supabase-postgres-best-practices/references/query-partial-indexes.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".agents/skills/supabase-postgres-best-practices/references/schema-constraints.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".agents/skills/supabase-postgres-best-practices/references/schema-data-types.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".agents/skills/supabase-postgres-best-practices/references/schema-foreign-key-indexes.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".agents/skills/supabase-postgres-best-practices/references/schema-lowercase-identifiers.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".agents/skills/supabase-postgres-best-practices/references/schema-partitioning.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".agents/skills/supabase-postgres-best-practices/references/schema-primary-keys.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".agents/skills/supabase-postgres-best-practices/references/security-privileges.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".agents/skills/supabase-postgres-best-practices/references/security-rls-basics.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".agents/skills/supabase-postgres-best-practices/references/security-rls-performance.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".agents/skills/supabase/SKILL.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".agents/skills/supabase/assets/feedback-issue-template.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".agents/skills/supabase/references/skill-feedback.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".codex/README.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".codex/checklists/README.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".codex/checklists/accessibility-change-checklist.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".codex/checklists/architecture-hardening-checklist.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".codex/checklists/batch-train-continuation-checklist.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".codex/checklists/batch-train-final-closeout-checklist.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".codex/checklists/batch-train-per-batch-checklist.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".codex/checklists/batch-train-preflight-checklist.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".codex/checklists/batch-train-stop-checklist.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".codex/checklists/definition-of-done-checklist.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".codex/checklists/definition-of-ready-checklist.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".codex/checklists/dependency-change-checklist.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
".codex/checklists/faang-handoff-preservation-checklist.md",implementation-control,Repo operations,Codex, build, validation, skill, or repository operating documentation,yes,retain,retained,Operational handoff/control surface.
